--------- beginning of crash
--------- beginning of system
--------- beginning of main
09-05 15:09:01.567 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.45485902639809606，target_2 =  397075.4850245076， target_3 =  140294.0， target_4 = 0.2885837063013286, index = 6
09-05 15:09:01.567 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.22475444531584365，target_2 =  346110.12993293005， target_3 =  98389.0， target_4 = 0.38872055303916253, index = 7
09-05 15:09:01.568 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.2804448845046913，target_2 =  417120.5781833381， target_3 =  121889.0， target_4 = 0.36145700726283975, index = 8
09-05 15:09:01.569 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.4878756169213399，target_2 =  605928.0524615997， target_3 =  159858.0， target_4 = 0.27559949611300383, index = 9
09-05 15:09:01.569 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.4188756270087914，target_2 =  136861.31121748104， target_3 =  100688.0， target_4 = 0.31335210662593826, index = 10
09-05 15:09:01.569 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.42832542378874106，target_2 =  615285.6253787667， target_3 =  135362.0， target_4 = 0.33435299403243224, index = 11
09-05 15:09:01.570 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.32651068109368336，target_2 =  1283926.0504257998， target_3 =  165566.0， target_4 = 0.30532153377917215, index = 12
09-05 15:09:01.570 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.39497149963946593，target_2 =  380989.6012107229， target_3 =  126900.0， target_4 = 0.32117281273142706, index = 13
09-05 15:09:01.570 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.44807133090247936，target_2 =  448099.1510869889， target_3 =  160836.0， target_4 = 0.2642315730683287, index = 14
09-05 15:09:01.571 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.2902017881607548，target_2 =  286702.74663902336， target_3 =  96145.0， target_4 = 0.37053716208228155, index = 15
09-05 15:09:01.571 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.400074036719104，target_2 =  332873.0894292531， target_3 =  136129.0， target_4 = 0.3004748870751346, index = 16
09-05 15:09:01.571 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.5596943854065253，target_2 =  253066.80353178916， target_3 =  156887.0， target_4 = 0.24200835411854626, index = 17
09-05 15:09:01.571 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.47114417394008823，target_2 =  307806.3534077572， target_3 =  132682.0， target_4 = 0.30935002115541926, index = 18
09-05 15:09:01.572 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.27634184407015283，target_2 =  220344.12487263206， target_3 =  88739.0， target_4 = 0.4159785406365702, index = 19
09-05 15:09:01.572 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.24579981613947874，target_2 =  525418.8850210903， target_3 =  145429.0， target_4 = 0.31219963060788486, index = 20
